loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,Reason,addr_state
6000, 36 months,18.06%,D,D2,paralegal,10+ years,MORTGAGE,100000,Source Verified,6/1/2017,Current,Debt consolidation,FL
19200, 60 months,15.05%,C,C4,Transportation Planner,10+ years,RENT,72000,Not Verified,6/1/2017,Current,Credit card refinancing,CA
10600, 36 months,16.02%,C,C5,Fleet Service Clerk,2 years,RENT,34000,Not Verified,6/1/2017,Fully Paid,Debt consolidation,FL
3500, 36 months,7.97%,A,A5,Optician Technician,3 years,RENT,33000,Source Verified,6/1/2017,Current,Credit card refinancing,SD
10000, 36 months,7.97%,A,A5,Engineer,2 years,MORTGAGE,161000,Source Verified,6/1/2017,Current,Credit card refinancing,TX
25000, 60 months,13.59%,C,C2, president ,10+ years,MORTGAGE,92000,Not Verified,6/1/2017,Current,Credit card refinancing,TX
40000, 36 months,7.97%,A,A5,Project Manager,2 years,OWN,120000,Source Verified,6/1/2017,Late (31-120 days),Debt consolidation,CA
1000, 36 months,15.05%,C,C4,U/s,5 years,RENT,60000,Source Verified,6/1/2017,Current,Other,NY
16500, 60 months,9.44%,B,B1,IT Specialist,10+ years,MORTGAGE,110595,Not Verified,6/1/2017,Current,Credit card refinancing,MD
7000, 36 months,18.06%,D,D2,MAINTENANCE MAN,4 years,RENT,35000,Verified,6/1/2017,Current,Credit card refinancing,NY
15000, 36 months,10.91%,B,B4,Teacher,6 years,MORTGAGE,74000,Not Verified,6/1/2017,Current,Credit card refinancing,NE
6500, 36 months,16.02%,C,C5,Patient Access Rep,1 year,RENT,30000,Not Verified,6/1/2017,Current,Credit card refinancing,GA
24000, 60 months,13.59%,C,C2, sales manager ,3 years,MORTGAGE,250000,Not Verified,6/1/2017,Current,Home improvement,CA
9600, 36 months,7.97%,A,A5,Paralegal,1 year,RENT,40000,Source Verified,6/1/2017,Current,Debt consolidation,PA
25000, 36 months,13.59%,C,C2,,n/a,MORTGAGE,60000,Verified,6/1/2017,Current,Debt consolidation,FL
11000, 60 months,18.06%,D,D2,Technology Analyst,10+ years,RENT,62000,Verified,6/1/2017,Current,Other,OH
7200, 36 months,7.97%,A,A5,auto service agent,1 year,MORTGAGE,40000,Not Verified,6/1/2017,Current,Credit card refinancing,NY
21500, 36 months,14.08%,C,C3,VP of Sales,1 year,MORTGAGE,250000,Source Verified,6/1/2017,Fully Paid,Home improvement,CO
10000, 36 months,10.42%,B,B3,General Manager,10+ years,RENT,55000,Not Verified,6/1/2017,Current,Debt consolidation,IL
40000, 60 months,9.93%,B,B2,owner/partner/manager,4 years,RENT,150000,Verified,6/1/2017,Current,Home improvement,SC
7000, 36 months,11.99%,B,B5,,n/a,RENT,25000,Not Verified,6/1/2017,Current,Credit card refinancing,AZ
9600, 36 months,7.21%,A,A3,Director of Quality Management,7 years,MORTGAGE,159097,Not Verified,6/1/2017,Current,Debt consolidation,NV
1300, 36 months,5.32%,A,A1,Assistant store manager,4 years,MORTGAGE,60000,Not Verified,6/1/2017,Current,Credit card refinancing,MN
6600, 36 months,9.93%,B,B2,Engineering Department,2 years,MORTGAGE,35000,Not Verified,6/1/2017,Current,Car financing,NM
2000, 36 months,13.59%,C,C2,customer service,7 years,MORTGAGE,49600,Source Verified,6/1/2017,Fully Paid,Home improvement,OR
5000, 36 months,18.06%,D,D2,Customer Care Representative,1 year,RENT,26800,Verified,6/1/2017,Current,Debt consolidation,AZ
12000, 60 months,10.42%,B,B3,financial analyst ,2 years,OWN,110000,Source Verified,6/1/2017,Current,Credit card refinancing,OK
8000, 36 months,10.42%,B,B3,Scheduler,10+ years,RENT,75000,Verified,6/1/2017,Current,Debt consolidation,CO
3125, 36 months,11.99%,B,B5,Finishing,4 years,OWN,39000,Verified,6/1/2017,Current,Credit card refinancing,IL
1600, 36 months,13.59%,C,C2,Warehouse,2 years,MORTGAGE,33600,Not Verified,6/1/2017,Current,Debt consolidation,TX
12000, 36 months,7.07%,A,A2,Executive Assistant,10+ years,MORTGAGE,80000,Not Verified,6/1/2017,Current,Credit card refinancing,TX
3900, 36 months,7.21%,A,A3,Fabrication Specialist B,6 years,MORTGAGE,58364,Not Verified,6/1/2017,Current,Medical expenses,SC
13600, 36 months,23.88%,E,E2,Office Manager,< 1 year,MORTGAGE,45000,Not Verified,6/1/2017,Current,Debt consolidation,IL
7200, 36 months,15.05%,C,C4,Rn,6 years,OWN,45000,Source Verified,6/1/2017,Fully Paid,Other,MO
12000, 36 months,9.44%,B,B1,IT Analyst 2,10+ years,MORTGAGE,100000,Source Verified,6/1/2017,Current,Debt consolidation,CA
6000, 36 months,10.42%,B,B3,Lab tech,3 years,MORTGAGE,30873,Not Verified,6/1/2017,Current,Debt consolidation,AL
3000, 36 months,30.84%,G,G2,Quality Control Supervisor,1 year,RENT,30000,Verified,6/1/2017,Charged Off,Moving and relocation,TX
15000, 36 months,9.93%,B,B2,Product Development,< 1 year,OWN,75000,Source Verified,6/1/2017,Current,Debt consolidation,RI
10000, 60 months,7.97%,A,A5,,n/a,MORTGAGE,100000,Not Verified,6/1/2017,Current,Debt consolidation,SC
6000, 36 months,7.97%,A,A5,Project Manager,5 years,MORTGAGE,100000,Verified,6/1/2017,Current,Moving and relocation,CT
10000, 36 months,15.05%,C,C4,Utility,5 years,RENT,40000,Verified,6/1/2017,Current,Debt consolidation,ID
40000, 36 months,12.62%,C,C1,District Manager ,10+ years,MORTGAGE,149000,Source Verified,6/1/2017,Current,Home improvement,CA
4000, 36 months,11.99%,B,B5,Teaching Partner,1 year,RENT,19000,Source Verified,6/1/2017,Current,Other,RI
23000, 36 months,9.44%,B,B1,Recruiting Coordinator,1 year,MORTGAGE,61000,Not Verified,6/1/2017,Current,Debt consolidation,CA
10000, 36 months,9.44%,B,B1,Drywall Finisher,5 years,RENT,39500,Verified,6/1/2017,Current,Debt consolidation,IL
10000, 36 months,21.45%,D,D5,Float teller ,< 1 year,RENT,38000,Not Verified,6/1/2017,Current,Debt consolidation,NY
2000, 36 months,14.08%,C,C3,Human Resources Manager,5 years,RENT,89600,Verified,6/1/2017,Current,Debt consolidation,IN
24250, 60 months,12.62%,C,C1,Truck driver,1 year,MORTGAGE,55155,Verified,6/1/2017,Current,Debt consolidation,KS
10000, 36 months,16.02%,C,C5,Sr Accountant,2 years,RENT,81314,Not Verified,6/1/2017,Fully Paid,Debt consolidation,CA
18000, 36 months,9.44%,B,B1,,n/a,OWN,112000,Not Verified,6/1/2017,Current,Debt consolidation,AZ
18000, 36 months,5.32%,A,A1,Business Analyst III,10+ years,OWN,85000,Not Verified,6/1/2017,Current,Debt consolidation,IN
32000, 60 months,13.59%,C,C2,pharmacist,10+ years,MORTGAGE,145000,Verified,6/1/2017,Current,Debt consolidation,NC
3000, 36 months,7.07%,A,A2,Inspection Mgr,9 years,OWN,50000,Not Verified,6/1/2017,Current,Home improvement,FL
24000, 60 months,16.02%,C,C5,Maintenance supervisor,10+ years,MORTGAGE,132000,Not Verified,6/1/2017,Current,Debt consolidation,LA
8500, 36 months,12.62%,C,C1,B2B Sales Consultant,5 years,RENT,96000,Source Verified,6/1/2017,Current,Credit card refinancing,NY
4000, 36 months,14.08%,C,C3,Server,10+ years,MORTGAGE,40000,Source Verified,6/1/2017,Current,Debt consolidation,TX
28000, 60 months,14.08%,C,C3,Senior Branch Office Administrator,10+ years,OWN,105000,Source Verified,6/1/2017,Current,Home improvement,MI
10000, 36 months,15.05%,C,C4,Equipment Manager ,10+ years,OWN,130000,Source Verified,6/1/2017,Late (31-120 days),Credit card refinancing,GA
10000, 36 months,11.99%,B,B5,Floor Tech,3 years,RENT,45000,Source Verified,6/1/2017,Current,Debt consolidation,TX
4200, 36 months,13.59%,C,C2,,n/a,OWN,22000,Not Verified,6/1/2017,Current,Credit card refinancing,NY
30000, 60 months,20.00%,D,D4,Recruiter,10+ years,MORTGAGE,93000,Verified,6/1/2017,Current,Home buying,TX
40000, 36 months,10.42%,B,B3,VP IT,< 1 year,RENT,235000,Verified,6/1/2017,Current,Credit card refinancing,MA
15400, 60 months,15.05%,C,C4,Plant Manager,2 years,MORTGAGE,130000,Verified,6/1/2017,Current,Debt consolidation,MN
7200, 36 months,16.02%,C,C5,Sr. Program Specialist,10+ years,RENT,79500,Not Verified,6/1/2017,Current,Debt consolidation,IL
2500, 36 months,10.91%,B,B4,Code manager,< 1 year,RENT,90000,Not Verified,6/1/2017,Current,Major purchase,NY
30000, 36 months,10.91%,B,B4,Warehouse and Hazmat Supervisor,10+ years,OWN,65000,Source Verified,6/1/2017,Current,Home improvement,CA
7000, 36 months,10.42%,B,B3,Program worker,8 years,MORTGAGE,30000,Not Verified,6/1/2017,Current,Debt consolidation,CT
5600, 36 months,11.99%,B,B5,Account Excecutive,2 years,MORTGAGE,76800,Not Verified,6/1/2017,Current,Credit card refinancing,NC
31475, 36 months,10.42%,B,B3,Office Administrator,10+ years,MORTGAGE,93000,Verified,6/1/2017,Current,Debt consolidation,CA
5600, 36 months,19.03%,D,D3,MIS Technician,< 1 year,MORTGAGE,37500,Verified,6/1/2017,Current,Debt consolidation,AR
9600, 36 months,10.42%,B,B3,custodian,10+ years,RENT,43000,Source Verified,6/1/2017,Current,Debt consolidation,PA
35000, 60 months,9.44%,B,B1,COL,10+ years,MORTGAGE,150000,Source Verified,6/1/2017,Current,Debt consolidation,VA
40000, 36 months,5.32%,A,A1,Senior Managing Director,6 years,RENT,384000,Verified,6/1/2017,Current,Moving and relocation,NY
9500, 36 months,7.97%,A,A5,Correctional Officer,10+ years,MORTGAGE,44000,Verified,6/1/2017,Current,Home improvement,TX
2500, 36 months,12.62%,C,C1,Dock Worker,< 1 year,RENT,35000,Verified,6/1/2017,Current,Other,CA
6000, 36 months,9.93%,B,B2,,n/a,RENT,48000,Source Verified,6/1/2017,Current,Debt consolidation,NY
6025, 36 months,11.99%,B,B5,Software Developer,< 1 year,RENT,70000,Not Verified,6/1/2017,Current,Medical expenses,MA
11500, 36 months,7.35%,A,A4,Registered Dental Hygienist,3 years,RENT,60000,Not Verified,6/1/2017,Current,Debt consolidation,WI
16000, 60 months,14.08%,C,C3,Educator,10+ years,OWN,49000,Source Verified,6/1/2017,Current,Debt consolidation,FL
10000, 36 months,13.59%,C,C2,Manager,10+ years,MORTGAGE,42115,Verified,6/1/2017,Current,Debt consolidation,GA
4000, 36 months,16.02%,C,C5,Senior Assistant Store Manager ,5 years,RENT,47500,Not Verified,6/1/2017,Current,Debt consolidation,FL
16800, 36 months,7.97%,A,A5,sales,5 years,MORTGAGE,175000,Verified,6/1/2017,Current,Debt consolidation,NY
1250, 36 months,29.69%,F,F2,Supervisor,10+ years,RENT,85000,Verified,6/1/2017,Fully Paid,Other,TX
4800, 36 months,7.97%,A,A5,,n/a,OWN,24852,Not Verified,6/1/2017,Current,Home improvement,LA
10000, 36 months,11.99%,B,B5,sole proprietor,10+ years,MORTGAGE,60000,Not Verified,6/1/2017,Current,Credit card refinancing,WA
14800, 60 months,18.06%,D,D2,Claims examiner,10+ years,RENT,72000,Source Verified,6/1/2017,Current,Debt consolidation,OH
10800, 36 months,10.42%,B,B3,"VP, Director of Business Development",9 years,RENT,56000,Source Verified,6/1/2017,Current,Credit card refinancing,MA
5000, 36 months,19.03%,D,D3,Carpet Operator,10+ years,OWN,51360,Source Verified,6/1/2017,Current,Home improvement,FL
8600, 36 months,7.35%,A,A4,IT Technician,10+ years,MORTGAGE,50000,Verified,6/1/2017,Current,Credit card refinancing,FL
11000, 36 months,15.05%,C,C4,Medical Health Technician,3 years,RENT,45000,Not Verified,6/1/2017,Current,Credit card refinancing,MI
3000, 36 months,12.62%,C,C1,Investigator,10+ years,MORTGAGE,65000,Verified,6/1/2017,Current,Medical expenses,PA
3500, 36 months,9.93%,B,B2,Medical la. Technician II,10+ years,MORTGAGE,71395,Source Verified,6/1/2017,Current,Debt consolidation,FL
9600, 36 months,11.99%,B,B5,Secondary Lead/Floater,4 years,MORTGAGE,60000,Verified,6/1/2017,Current,Debt consolidation,AL
12800, 60 months,15.05%,C,C4,Kindergarten teacher,< 1 year,RENT,36000,Source Verified,6/1/2017,Current,Debt consolidation,WA
6025, 36 months,20.00%,D,D4,machinist,10+ years,MORTGAGE,60000,Not Verified,6/1/2017,Current,Other,MA
25200, 60 months,16.02%,C,C5,engineer techinician,10+ years,MORTGAGE,60000,Verified,6/1/2017,Current,Debt consolidation,OH
17050, 36 months,18.06%,D,D2,Owner,< 1 year,RENT,12000,Not Verified,6/1/2017,Current,Debt consolidation,NJ
3600, 36 months,11.99%,B,B5,Field Engineer,4 years,RENT,40000,Source Verified,6/1/2017,Current,Debt consolidation,GA
6000, 36 months,7.21%,A,A3,Owner/Driver,4 years,RENT,80000,Not Verified,6/1/2017,Current,Major purchase,NC
25000, 36 months,12.62%,C,C1,Supervisor ,5 years,MORTGAGE,87000,Verified,6/1/2017,Current,Debt consolidation,OH
5000, 36 months,14.08%,C,C3,Corp. Manager,10+ years,RENT,57500,Source Verified,6/1/2017,Current,Vacation,LA
11200, 60 months,15.05%,C,C4,Pipe Fitter,5 years,RENT,90000,Not Verified,6/1/2017,Current,Credit card refinancing,UT
35000, 60 months,12.62%,C,C1,Calibration Technician ,10+ years,MORTGAGE,74505,Source Verified,6/1/2017,Current,Major purchase,NC
8000, 36 months,12.62%,C,C1,Billing Manager,9 years,MORTGAGE,87000,Not Verified,6/1/2017,Current,Debt consolidation,FL
16000, 60 months,11.99%,B,B5,Table Games Dealer,10+ years,MORTGAGE,55000,Not Verified,6/1/2017,Fully Paid,Debt consolidation,NV
13000, 36 months,9.44%,B,B1,Educational Diagnostician ,10+ years,MORTGAGE,57700,Not Verified,6/1/2017,Current,Credit card refinancing,TX
12000, 60 months,9.93%,B,B2,Administrative Assistant,6 years,MORTGAGE,50000,Not Verified,6/1/2017,Current,Home improvement,NY
4000, 36 months,25.82%,E,E4,Production,3 years,RENT,30000,Source Verified,6/1/2017,Current,Debt consolidation,OH
3000, 36 months,10.91%,B,B4,,n/a,OWN,57000,Not Verified,6/1/2017,Current,Home improvement,DC
22000, 36 months,16.02%,C,C5,Admin Asst,10+ years,MORTGAGE,58000,Verified,6/1/2017,Current,Credit card refinancing,TX
18000, 36 months,10.42%,B,B3,Graphic Designer,10+ years,RENT,50456,Not Verified,6/1/2017,Current,Debt consolidation,CA
20000, 36 months,9.44%,B,B1,Program Director,5 years,RENT,240000,Source Verified,6/1/2017,Current,Credit card refinancing,VA
35000, 60 months,26.30%,E,E5,Service Manager,10+ years,MORTGAGE,130000,Not Verified,6/1/2017,Current,Debt consolidation,MD
20000, 36 months,10.91%,B,B4,Occupational therapist ,5 years,RENT,150000,Not Verified,6/1/2017,Current,Debt consolidation,IL
11200, 36 months,19.03%,D,D3,account manager,10+ years,RENT,78900,Not Verified,6/1/2017,Current,Debt consolidation,CA
5400, 36 months,14.08%,C,C3,Modular team ,1 year,RENT,38916,Source Verified,6/1/2017,Current,Credit card refinancing,CA
1000, 36 months,10.91%,B,B4,AutoCAD Technician Supervisor,10+ years,MORTGAGE,68000,Source Verified,6/1/2017,Current,Other,FL
25000, 36 months,10.42%,B,B3,Account Billing Specialist,10+ years,MORTGAGE,87000,Not Verified,6/1/2017,Current,Debt consolidation,CA
2400, 36 months,7.21%,A,A3,Maintenance,5 years,RENT,47000,Not Verified,6/1/2017,Current,Medical expenses,PA
15000, 60 months,12.62%,C,C1,Analyst,10+ years,MORTGAGE,73000,Not Verified,6/1/2017,Current,Debt consolidation,WA
15000, 36 months,7.35%,A,A4,Implementation Analyst,4 years,RENT,75000,Not Verified,6/1/2017,Current,Debt consolidation,CO
16000, 60 months,12.62%,C,C1,Registered Nurse,< 1 year,RENT,60000,Not Verified,6/1/2017,Current,Debt consolidation,TX
7800, 36 months,9.44%,B,B1,Branch Manager,1 year,MORTGAGE,65000,Not Verified,6/1/2017,Charged Off,Credit card refinancing,VA
20000, 60 months,25.82%,E,E4,clerk/incompatible package handler,10+ years,MORTGAGE,90000,Not Verified,6/1/2017,Current,Debt consolidation,TN
10000, 36 months,7.97%,A,A5,QA Analyst,1 year,RENT,70000,Not Verified,6/1/2017,Current,Other,WA
10000, 36 months,9.44%,B,B1,Driver,10+ years,MORTGAGE,83000,Not Verified,6/1/2017,Current,Debt consolidation,FL
7200, 36 months,11.99%,B,B5,Assistant Director ,1 year,RENT,38000,Not Verified,6/1/2017,Current,Debt consolidation,NY
9950, 36 months,7.35%,A,A4,Store manager,2 years,OWN,45000,Not Verified,6/1/2017,Current,Major purchase,TN
12000, 60 months,13.59%,C,C2,Shipping and handling manager,2 years,OWN,38000,Not Verified,6/1/2017,Current,Debt consolidation,NE
38425, 60 months,15.05%,C,C4,nurse practitioner ,10+ years,MORTGAGE,130000,Not Verified,6/1/2017,Current,Credit card refinancing,NY
14400, 60 months,17.09%,D,D1,lto,10+ years,OWN,55000,Not Verified,6/1/2017,Current,Debt consolidation,AL
12000, 60 months,16.02%,C,C5,Systems Engineer,1 year,MORTGAGE,52000,Not Verified,6/1/2017,Current,Car financing,FL
16800, 60 months,9.93%,B,B2,Tile setter,10+ years,MORTGAGE,100000,Not Verified,6/1/2017,Current,Debt consolidation,IL
4000, 36 months,14.08%,C,C3,Office manager ,7 years,RENT,32000,Not Verified,6/1/2017,Current,Debt consolidation,CA
15000, 60 months,16.02%,C,C5,,6 years,MORTGAGE,65000,Not Verified,6/1/2017,Current,Debt consolidation,TX
8000, 36 months,7.97%,A,A5,Master Carpenter,5 years,RENT,56160,Not Verified,6/1/2017,Current,Debt consolidation,WA
5000, 36 months,18.06%,D,D2,Selling Manager,2 years,RENT,43000,Verified,6/1/2017,Current,Home buying,NC
32000, 60 months,14.08%,C,C3,Area Superintendent,9 years,MORTGAGE,100000,Verified,6/1/2017,Current,Credit card refinancing,MD
12000, 60 months,14.08%,C,C3,Logistic Coordinator,9 years,MORTGAGE,57200,Not Verified,6/1/2017,Current,Debt consolidation,TX
7200, 36 months,5.32%,A,A1,Control Systems Engineer,6 years,MORTGAGE,145000,Not Verified,6/1/2017,Current,Major purchase,NV
11500, 60 months,9.93%,B,B2,Senior service coordinator ,< 1 year,OWN,43200,Not Verified,6/1/2017,Current,Debt consolidation,IN
20000, 36 months,10.42%,B,B3,Human Capital Consultant,6 years,RENT,93000,Source Verified,6/1/2017,Current,Debt consolidation,CA
12000, 36 months,7.07%,A,A2,Benefits Consultant,4 years,RENT,70000,Source Verified,6/1/2017,Current,Medical expenses,NY
7200, 36 months,15.05%,C,C4,Dental Assistant,2 years,MORTGAGE,20000,Not Verified,6/1/2017,Current,Credit card refinancing,CT
8400, 36 months,13.59%,C,C2,Snr. Network & Systems Enginner ,1 year,MORTGAGE,106000,Not Verified,6/1/2017,Current,Debt consolidation,NH
12000, 36 months,18.06%,D,D2,Sales,4 years,MORTGAGE,60000,Source Verified,6/1/2017,Current,Debt consolidation,HI
12000, 60 months,15.05%,C,C4,Nurse Practitioner,1 year,MORTGAGE,120000,Not Verified,6/1/2017,Current,Home improvement,OH
19000, 36 months,7.35%,A,A4,Operations manager,9 years,MORTGAGE,100000,Source Verified,6/1/2017,Fully Paid,Debt consolidation,TX
13200, 36 months,25.82%,E,E4,Library Information Specialist ,< 1 year,RENT,30005,Not Verified,6/1/2017,Current,Debt consolidation,TX
27000, 60 months,10.42%,B,B3,Locomotive engineer ,9 years,MORTGAGE,130000,Not Verified,6/1/2017,Current,Credit card refinancing,IN
8000, 36 months,7.07%,A,A2,Capital Program Manager,10+ years,MORTGAGE,93000,Not Verified,6/1/2017,Current,Debt consolidation,OH
8000, 36 months,7.97%,A,A5,Mail Carrier,10+ years,RENT,66000,Source Verified,6/1/2017,Fully Paid,Credit card refinancing,CA
3200, 36 months,16.02%,C,C5,Loader,2 years,RENT,37000,Source Verified,6/1/2017,Current,Debt consolidation,CA
40000, 36 months,11.99%,B,B5,business manager ,10+ years,MORTGAGE,350000,Not Verified,6/1/2017,Current,Credit card refinancing,NY
5000, 36 months,18.06%,D,D2,I.M.M.,2 years,RENT,34000,Verified,6/1/2017,Late (31-120 days),Debt consolidation,CA
14000, 36 months,13.59%,C,C2,Assistant Manager,< 1 year,RENT,50000,Verified,6/1/2017,Current,Debt consolidation,NY
15000, 36 months,5.32%,A,A1,Software Test Analyst II,6 years,RENT,65000,Not Verified,6/1/2017,Current,Debt consolidation,CA
15000, 36 months,9.93%,B,B2,Registered Nurse,7 years,MORTGAGE,103618,Source Verified,6/1/2017,Current,Debt consolidation,IL
21600, 60 months,18.06%,D,D2,Technical Procurement Specialist,1 year,MORTGAGE,78000,Source Verified,6/1/2017,Current,Other,CA
14000, 60 months,14.08%,C,C3,Nurse,< 1 year,RENT,61360,Not Verified,6/1/2017,Current,Debt consolidation,UT
16000, 60 months,14.08%,C,C3,Account Manager,1 year,RENT,150000,Source Verified,6/1/2017,Late (31-120 days),Debt consolidation,NY
9150, 36 months,14.08%,C,C3,Bulk picker,5 years,RENT,46000,Not Verified,6/1/2017,Current,Debt consolidation,MA
20000, 36 months,7.07%,A,A2,Senior Software Engineer,1 year,MORTGAGE,100000,Not Verified,6/1/2017,Current,Debt consolidation,PA
1500, 36 months,12.62%,C,C1,Supply Chain,2 years,RENT,39656,Not Verified,6/1/2017,Current,Other,IL
21600, 60 months,10.42%,B,B3,DevOps Engineer,1 year,MORTGAGE,97850,Not Verified,6/1/2017,Current,Credit card refinancing,IN
5500, 36 months,7.07%,A,A2,Engineer,10+ years,OWN,60000,Not Verified,6/1/2017,Fully Paid,Major purchase,NC
27200, 60 months,7.97%,A,A5,Lead GIS Architect,6 years,MORTGAGE,260000,Not Verified,6/1/2017,Current,Debt consolidation,TX
10500, 36 months,10.91%,B,B4,Communications and Events Manager,2 years,RENT,40000,Not Verified,6/1/2017,Fully Paid,Debt consolidation,CT
20900, 36 months,10.91%,B,B4,Premises Technician,3 years,RENT,65000,Not Verified,6/1/2017,Current,Credit card refinancing,CA
